company_name,ratings,reviews,company_type,Employee,Headquarters
QualityKiosk Technologies,3.7,957,IT Services & Consulting,1k-5k Employees,Mumbai +16 more
Dixon Technologies,4.2,954,Electronics Manufacturing,1k-5k Employees,Noida +34 more
Gujarat Fluorochemicals,4.1,952,Chemicals,1k-5k Employees,Noida +24 more
Schindler,4.0,968,Industrial Machinery,5k-10k Employees,Pune +62 more
Fresenius Kabi,4.2,947,Pharma,1k-5k Employees,Pune +59 more
Atul,4.0,944,Chemicals,1k-5k Employees,Valsad +54 more
Nexa,4.1,944,Automobile,1k-5k Employees,Delhi/NCR +186 more
Vibgyor High School,3.8,954,Education & Training,1k-5k Employees,Mumbai +28 more
The Jaypee Group,3.9,938,Engineering & Construction,10k-50k Employees,Noida +94 more
K12 Techno Services,3.0,959,EdTech,1k-5k Employees,Bangalore/Bengaluru +32 more
Amneal Pharmaceuticals,4.3,956,Pharma,5k-10k Employees,Bridgewater +26 more
Vestas,4.3,945,Power,1k-5k Employees,Aarhus +43 more
EOSGlobe,3.1,948,BPO,1k-5k Employees,Thane +18 more
Hitachi Astemo,4.1,946,Auto Components,1k-5k Employees,Neemrana +32 more
Altisource,3.7,930,Real Estate,1k-5k Employees,Bangalore/Bengaluru +9 more
FOCUS EDUMATICS,3.4,943,EdTech,5k-10k Employees,Bangalore/Bengaluru +19 more
Amara Raja Energy & Mobility,4.3,949,Auto Components,5k-10k Employees,Tirupati +69 more
Tata AutoComp Systems,3.9,960,Auto Components,1k-5k Employees,Pune +33 more
iSON Xperiences,3.6,944,BPO,5k-10k Employees,Lagos +34 more
Luminous Power Technologies,4.2,932,Consumer Electronics & Appliances,1k-5k Employees,Gurgaon/Gurugram +110 more
Indegene,3.6,955,Analytics & KPO,1k-5k Employees,Princeton +23 more
Wistron,3.9,947,Electronics Manufacturing,1k-5k Employees,Taipei +20 more
CreditAccess Grameen,4.3,937,NBFC,10k-50k Employees,Bangalore/Bengaluru +256 more
TELUS International Philippines,3.8,958,IT Services & Consulting,1k-5k Employees,Pasig City +15 more
Infogain,3.6,943,IT Services & Consulting,1k-5k Employees,Los Gatos +17 more
Patanjali Foods,4.0,935,FMCG,5k-10k Employees,Mumbai +152 more
GAIL,4.5,934,Oil & Gas,1k-5k Employees,Delhi/NCR +94 more
Medhaj Techno Concept,4.2,927,Other,1k-5k Employees,Lucknow +141 more
Tenneco,3.8,924,Auto Components,1k-5k Employees,Lake Forest +35 more
Jio Platforms,3.7,975,IT Services & Consulting,5k-10k Employees,Navi Mumbai +70 more
IndiaFirst Life Insurance,4.1,941,Insurance,1k-5k Employees,Mumbai +183 more
Infinx,3.6,940,Software Product,1k-5k Employees,Mumbai +28 more
Videocon d2h,3.9,909,Internet,501-1k Employees,Mumbai +131 more
Kantar,3.6,942,Analytics & KPO,5k-10k Employees,London +34 more
Johnson Lifts,4.1,927,Industrial Machinery,5k-10k Employees,Chennai +68 more
Continental Automotive Components,4.2,940,Auto Components,5k-10k Employees,Lower Saxony +19 more
CSB Bank,3.4,938,Banking,1k-5k Employees,Thrissur/Trichur +154 more
Eaton Corporation,4.0,935,Power,5k-10k Employees,Cleveland +19 more
AIIMS,4.2,926,Healthcare,10k-50k Employees,Delhi/NCR +53 more
Consolidated Contractors,4.5,900,Engineering & Construction,1k-5k Employees,Marousi +51 more
Wind World,3.9,919,Power,5k-10k Employees,Mumbai +63 more
Bajaj Motors,3.9,903,Auto Components,501-1k Employees,Gurgaon +66 more
PharmEasy,3.7,912,Internet,1k-5k Employees,Mumbai +56 more
Piaggio,3.7,910,Automobile,1k-5k Employees,Pontedera +71 more
Godrej Properties,3.7,937,Real Estate,1k-5k Employees,Mumbai +27 more
Mahindra CIE Automotive,3.8,909,Auto Components,1k-5k Employees,Mumbai +37 more
Bharat Sanchar Nigam,4.0,899,Telecom,50k-1 Lakh Employees,Delhi/NCR +214 more
TE Connectivity,4.1,920,Industrial Machinery,1k-5k Employees,Schaffhausen +14 more
PNB Housing Finance,3.9,916,Financial Services,1k-5k Employees,Delhi/NCR +114 more
Intertek,3.8,906,Other,1k-5k Employees,London +83 more
Jaquar,4.1,915,Building Material,10k-50k Employees,Gurgaon +86 more
Zf Rane Automotive,4.1,909,Auto Components,1k-5k Employees,Chennai +45 more
JW Marriott,4.1,896,Hospitality,1k-5k Employees,Bethesda +40 more
Godrej Consumer Products,4.2,908,FMCG,1k-5k Employees,Mumbai +111 more
Automotive Manufacturers,4.2,908,Automobile,10k-50k Employees,Mumbai +121 more
TUV SUD,4.0,907,Other,1k-5k Employees,Munich +98 more
Gannon Dunkerley & Co.,3.9,889,Engineering & Construction,1k-5k Employees,Mumbai +67 more
Mondelez International,4.4,920,Food Processing,1k-5k Employees,Greater Chicago Area +140 more
IIFL SAMASTA,4.1,910,NBFC,10k-50k Employees,Bangalore / Bengaluru +272 more
Capri Global Capital,3.7,908,NBFC,1k-5k Employees,Mumbai +216 more
Worley,4.1,902,Engineering & Construction,5k-10k Employees,North Sydney +44 more
JSW Cement,4.1,898,Building Material,1k-5k Employees,Mumbai +111 more
Sahara India Pariwar,3.8,889,Broadcasting,5k-10k Employees,Lucknow +225 more
Apexon,3.4,908,IT Services & Consulting,1k-5k Employees,Santa Clara +15 more
Adobe,4.1,916,Software Product,5k-10k Employees,San Jose +14 more
Slk Software Services,3.5,898,IT Services & Consulting,1k-5k Employees,Bangalore/Bengaluru +11 more
Spencer's Retail,3.9,894,Retail,1k-5k Employees,Kolkata +57 more
Karma Ayurveda,4.5,880,Healthcare,51-200 Employees,New Delhi +4 more
Punj Lloyd,4.4,872,Engineering & Construction,5k-10k Employees,Gurgaon/Gurugram +70 more
Dhoot Transmission,3.7,882,Power,201-500 Employees,Mumbai +30 more
Sonata Software,3.7,900,IT Services & Consulting,1k-5k Employees,Bangalore/Bengaluru +12 more
Petrofac,4.4,875,Oil & Gas,1k-5k Employees,Jermyn Street +38 more
Morningstar,3.9,912,Financial Services,1k-5k Employees,Chicago +16 more
Siemens Gamesa Renewable Power Private Limited,4.1,882,Power,1k-5k Employees,Chennai +57 more
R Systems International,3.4,895,IT Services & Consulting,1k-5k Employees,El Dorado Hills +15 more
Hinduja Leyland Finance,4.1,889,NBFC,1k-5k Employees,Chennai +230 more
GAO Tek,4.5,1k,Electrical Equipment,201-500 Employees,New York +33 more
Hatsun Agro Product,4.0,894,Food Processing,5k-10k Employees,Chennai +101 more
Shriram Life Insurance,3.8,884,Insurance,1k-5k Employees,Hyderabad/Secunderabad +223 more
Urban Company,3.6,893,Internet,1k-5k Employees,Gurgaon +52 more
Coca-Cola Company,4.3,874,Beverage,5k-10k Employees,Atlanta +166 more
Tikona Infinet,3.7,871,Telecom,1k-5k Employees,Mumbai +46 more
NSH,3.6,872,Engineering & Construction,501-1k Employees,Al Jubail +44 more
Viraj Profiles,3.9,864,Iron & Steel,1k-5k Employees,Mumbai +21 more
Serco,4.4,858,Analytics & KPO,5k-10k Employees,Hook +39 more
Nielsen,3.8,870,Analytics & KPO,1k-5k Employees,New York City +72 more
HPCL-Mittal Energy Limited,4.3,864,Petrochemicals,1k-5k Employees,Noida +26 more
Episource,3.9,873,IT Services & Consulting,1k-5k Employees,Gardena +13 more
Decathlon,4.0,890,Retail,1k-5k Employees,Lille +63 more
Podar International School,4.3,878,Education & Training,5k-10k Employees,Mumbai +110 more
Thyrocare Technologies,3.6,875,Healthcare,1k-5k Employees,Mumbai +62 more
Amazon Logistics,4.3,880,Logistics,51-200 Employees,Hyderabad / Secunderabad +122 more
RBL FinServe,4.2,871,Financial Services,5k-10k Employees,Mumbai +283 more
iQor Global Services,3.5,856,BPO,1k-5k Employees,Saint Petersburg +50 more
Atos Global IT Solutions And Services,4.0,861,IT Services & Consulting,5k-10k Employees,Navi Mumbai +17 more
OpenText Technologies,3.8,881,Software Product,1k-5k Employees,Waterloo +10 more
Airtel Payments Bank,4.2,875,FinTech,501-1k Employees,Delhi/NCR +229 more
Arvind Lifestyle Brands,4.1,856,Retail,201-500 Employees,Bangalore / Bengaluru +85 more
Strides Pharma,3.9,853,Pharma,201-500 Employees,Bangalore/Bengaluru +30 more
Bajaj Housing Finance,3.8,871,NBFC,1k-5k Employees,Pune +123 more
JK Lakshmi Cement,3.9,864,Building Material,1k-5k Employees,Delhi/NCR +115 more
Kirloskar Oil Engines,4.2,863,Industrial Machinery,1k-5k Employees,Pune +87 more
Mando Automotive,3.9,851,Auto Components,1k-5k Employees,Kanchipuram +18 more
Sunknowledge Services,3.9,874,BPO,1k-5k Employees,New York +11 more
iMerit,3.8,866,Software Product,1k-5k Employees,Kolkata +10 more
MDIndia Health Insurance TPA,3.9,860,Insurance,5k-10k Employees,Pune +78 more
PNC Infratech,4.0,854,Engineering & Construction,5k-10k Employees,Delhi/NCR +75 more
Sri Chaitanya Educational Institutions,3.9,849,Education & Training,50k-1 Lakh Employees,Hyderabad/Secunderabad +85 more
FastInfo,4.3,847,EdTech,501-1k Employees,Kolkata +7 more
Shubham Housing Development Finance,4.0,856,NBFC,1k-5k Employees,Gurgaon +114 more
Altimetrik,3.8,875,IT Services & Consulting,1k-5k Employees,Southfield +10 more
V5 Global Services,3.9,862,Recruitment,10k-50k Employees,Delhi/NCR +159 more
Kendriya Vidyalaya Sangathan,4.4,841,Education & Training,10k-50k Employees,Delhi/NCR +208 more
Parexel International,4.0,854,Clinical Research,1k-5k Employees,Massachusetts +12 more
Ion Exchange India,3.9,850,Waste Management,1k-5k Employees,Mumbai +91 more
Onward Technologies Inc,3.2,847,Software Product,1k-5k Employees,Mumbai +61 more
BGR Energy Systems,3.9,845,Engineering & Construction,1k-5k Employees,Chennai +49 more
Jubilant Pharmova,4.0,839,Pharma,1k-5k Employees,Noida +53 more
Aarvee Associates,4.0,843,Engineering & Construction,1k-5k Employees,Hyderabad/Secunderabad +127 more
Barbeque Nation,4.0,842,Hospitality,5k-10k Employees,Bangalore/Bengaluru +71 more
NTT DATA Business Solutions,3.8,861,IT Services & Consulting,1k-5k Employees,Bangalore / Bengaluru +24 more
DCM Shriram,4.3,837,Chemicals,5k-10k Employees,Delhi/NCR +76 more
Volkswagen,4.2,833,Automobile,1k-5k Employees,Mumbai +95 more
Novo Nordisk,4.1,844,Pharma,1k-5k Employees,New York City +65 more
Muthoot Microfin,4.5,837,NBFC,10k-50k Employees,Ernakulam +247 more
Rockman Industries,3.9,829,Auto Components,1k-5k Employees,Delhi/NCR +30 more
ReNew,4.3,858,Power,1k-5k Employees,Gurugram +79 more
Intel,4.3,858,Semiconductors,10k-50k Employees,Santa Clara +33 more
Jacobs Engineering Group,4.1,848,Engineering & Construction,1k-5k Employees,Dallas +36 more
The Ramco Cements,4.3,832,Building Material,1k-5k Employees,Chennai +90 more
Edelweiss Tokio Life Insurance,3.8,830,Insurance,1k-5k Employees,Mumbai +115 more
XcelServ Solutions,4.6,816,IT Services & Consulting,501-1k Employees,Las Vegas +35 more
Softenger,4.3,826,IT Services & Consulting,501-1k Employees,Pune +30 more
Chetu,3.3,850,Software Product,1k-5k Employees,Sunrise +7 more
Evision Technoserve,4.7,813,Recruitment,51-200 Employees,Delhi/NCR +63 more
Nippon Paint India,4.1,845,Chemicals,1k-5k Employees,Osaka +122 more
Medplus(optival Health Solutions),3.6,838,501-1k Employees,Fortune India 500,Hyderabad +85 more
OM Logistics,4.1,833,Logistics,1k-5k Employees,Delhi/NCR +102 more
Aerial Telecom Solutions,4.5,819,Telecom,5k-10k Employees,Mohali +86 more
Lemon Tree Hotels,4.2,819,Hospitality,5k-10k Employees,Delhi/NCR +66 more
Power Grid Corporation of India,4.4,827,Power,5k-10k Employees,Gurgaon/Gurugram +183 more
Pristyn Care,3.7,840,Healthcare,1k-5k Employees,Delhi +27 more
1point1 Solutions,3.4,819,BPO,5k-10k Employees,Navi Mumbai +14 more
Vertex Customer Solutions,3.6,802,IT Services & Consulting,5k-10k Employees,Panchkula +32 more
Vistaar Finance,4.2,808,NBFC,1k-5k Employees,Bengaluru/Bangalore +166 more
Provana,3.7,830,IT Services & Consulting,1k-5k Employees,Lisle +6 more
Hyundai Mobis,3.9,824,Auto Components,1k-5k Employees,Kanchipuram +43 more
V2 Retail,3.6,805,Retail,1k-5k Employees,Delhi/NCR +88 more
Ceasefire Industries,3.3,800,Industrial Machinery,1k-5k Employees,Noida +69 more
Capacit'e Infraprojects,3.6,805,Engineering & Construction,1k-5k Employees,Mumbai +32 more
TechnipFMC,4.0,809,Industrial Machinery,1k-5k Employees,Paris +40 more
Unicharm,4.2,809,Beauty & Personal Care,1k-5k Employees,Mita +144 more
Brillio,3.6,821,IT Services & Consulting,1k-5k Employees,Edison +12 more
ThyssenKrupp Industries India,4.2,804,Industrial Machinery,1k-5k Employees,Pune +44 more
Nykaa,3.5,811,Internet,1k-5k Employees,Mumbai +81 more
Kotak Mahindra Prime,4.0,807,NBFC,5k-10k Employees,Mumbai +124 more
GEP Worldwide,3.8,832,IT Services & Consulting,1k-5k Employees,Clark +10 more
Hindustan Zinc,4.0,803,Metals & Mining,1k-5k Employees,Udaipur +28 more
Qualcomm,4.0,822,Semiconductors,10k-50k Employees,San Diego +15 more
Happiest Minds Technologies,3.9,815,IT Services & Consulting,1k-5k Employees,Bangalore +14 more
ZF Steering Gear,3.8,811,Auto Components,501-1k Employees,Pune +22 more
More Supermarket,3.8,805,Retail,10k-50k Employees,Mumbai +126 more
TEKsystems,3.5,804,IT Services & Consulting,1k-5k Employees,Hanover +14 more
Dana Anand,4.2,802,Auto Components,1k-5k Employees,Delhi/NCR +38 more
CarDekho,3.7,798,Internet,1k-5k Employees,Jaipur +68 more
Hathway,3.7,796,Broadcasting,501-1k Employees,Mumbai +49 more
CenturyPly,4.0,793,Furniture & Furnishing,1k-5k Employees,Kolkata +102 more
Colliers International,4.0,796,Real Estate,1k-5k Employees,Ontario +34 more
Intex Technologies,3.7,784,Consumer Electronics & Appliances,1k-5k Employees,Delhi/NCR +71 more
Acuity Knowledge Partners,3.5,814,Financial Services,1k-5k Employees,London +12 more
Karur Vysya Bank,3.7,802,Banking,5k-10k Employees,Karur +140 more
Stanza Living,3.1,795,Internet,501-1k Employees,Delhi +30 more
Tube Investments of India,4.1,792,Engineering & Construction,1k-5k Employees,Chennai +55 more
TK Elevator,4.1,791,Industrial Machinery,1k-5k Employees,Essen +65 more
Reliance AJIO,3.8,791,Internet,1k-5k Employees,Bengaluru +189 more
United Alliance Technology,4.9,777,No information available,No information available,No information available
Aditya Birla Finance,3.9,804,NBFC,1k-5k Employees,Mumbai +152 more
TradeIndia (Infocom Network Private Limited),3.4,793,Internet,1k-5k Employees,Noida +39 more
Pizza Hut,4.0,789,Hospitality,1k-5k Employees,Plano +104 more
Bosch Chassis Systems,4.2,778,Auto Components,1k-5k Employees,Gerlingen +21 more
Feedback Infrastructure Services,3.5,784,Engineering & Construction,5k-10k Employees,Gurgaon/Gurugram +121 more
Apotex Research,4.2,782,Pharma,201-500 Employees,Brantford +13 more
Imperial Auto Industries,3.8,795,Auto Components,1k-5k Employees,Faridabad +34 more
Rashmi Metaliks,3.6,793,Iron & Steel,1k-5k Employees,Kolkata +27 more
Secure Meters,4.1,784,Electronics Manufacturing,1k-5k Employees,Udaipur +69 more
Spandana Sphoorty Financial,3.8,776,NBFC,10k-50k Employees,Hyderabad/Secunderabad +228 more
Syngenta,4.3,790,Agriculture,1k-5k Employees,Basel +140 more
Kirloskar Brothers,4.1,789,Industrial Machinery,1k-5k Employees,Pune +58 more
Colgate Palmolive,4.2,793,FMCG,1k-5k Employees,New York +100 more
Diageo,4.0,789,Beverage,1k-5k Employees,London +84 more
Sundaram Finance,4.2,784,NBFC,1k-5k Employees,Chennai +208 more
Fidelity Investments,4.3,799,Financial Services,5k-10k Employees,Boston +16 more
Genius Consultants,3.9,793,Recruitment,201-500 Employees,Kolkata +77 more
H.G. Infra Engineering,4.4,797,Engineering & Construction,1k-5k Employees,Jaipur +78 more
Ahluwalia Contracts India,4.1,784,Engineering & Construction,1k-5k Employees,Delhi/NCR +49 more
Kinara Capital,4.5,807,FinTech,1k-5k Employees,Bangalore +108 more
Pricol,4.0,776,Auto Components,1k-5k Employees,Coimbatore +26 more
Dassault Systemes,4.0,780,Software Product,5k-10k Employees,Velizy-villacoublay +8 more
PayPal,3.9,803,FinTech,1k-5k Employees,San Jose +12 more
Orchids International School,3.1,784,Education & Training,1k-5k Employees,Nasik/Nashik +26 more
Nilkamal,3.9,778,Furniture & Furnishing,1k-5k Employees,Mumbai +95 more
Tata Chemicals,4.2,765,Chemicals,1k-5k Employees,Mumbai +79 more
Sundaram Clayton,4.1,775,Auto Components,1k-5k Employees,Chennai +24 more
Shalby Hospitals,4.6,786,Healthcare,1k-5k Employees,Ahmedabad +24 more
CALIBEHR,4.0,773,Recruitment,10k-50k Employees,Mumbai +127 more
VIP Industries,4.0,772,Retail,1k-5k Employees,Mumbai +87 more
Incedo,3.4,778,IT Services & Consulting,1k-5k Employees,Iselin +10 more
FLSmidth,3.7,775,Industrial Machinery,1k-5k Employees,Copenhagen +19 more
JTEKT,4.2,776,Auto Components,1k-5k Employees,Osaka +22 more
Gmmco,4.2,756,Industrial Machinery,1k-5k Employees,Chennai +79 more
Visionet Systems,3.2,766,IT Services & Consulting,1k-5k Employees,Cranbury +12 more
eClinicalWorks,3.9,770,Software Product,1k-5k Employees,Westborough +13 more
Fusion Microfinance,4.1,769,NBFC,10k-50k Employees,Delhi +209 more
Mahindra First Choice Wheels,3.8,760,Internet,1k-5k Employees,Mumbai +110 more
Air India,4.1,772,Aviation,10k-50k Employees,Delhi/NCR +53 more
SLK Global Services,3.9,754,BPO,1k-5k Employees,Dallas +9 more
Egis  India Consulting Engineers,4.2,754,Engineering & Construction,1k-5k Employees,Gurgaon/Gurugram +100 more
AstraZeneca,4.2,759,Pharma,501-1k Employees,Cambridge +41 more
Perfetti Van Melle,4.3,757,Food Processing,1k-5k Employees,Lainate +125 more
Nirma,4.3,750,FMCG,10k-50k Employees,Ahmedabad +55 more
MakeMyTrip,3.7,764,Internet,5k-10k Employees,Gurgaon +38 more
KIMS Hospital,4.1,763,Healthcare,1k-5k Employees,Hyderabad/Secunderabad +41 more
Next Education India,3.8,761,EdTech,1k-5k Employees,Hyderabad/Secunderabad +81 more
VeeTechnologies,3.8,757,IT Services & Consulting,1k-5k Employees,New York +27 more
Pacific BPO,3.5,774,BPO,1k-5k Employees,Noida +16 more
LOREAL,4.1,756,Beauty & Personal Care,1k-5k Employees,Clichy +84 more
Caratlane Trading,4.3,765,Retail,1k-5k Employees,Chennai +55 more
Hikal,4.0,752,Pharma,1k-5k Employees,Mumbai +18 more
MAHLE ANAND Filter Systems,4.2,748,Auto Components,1k-5k Employees,Stuttgart +25 more
Teva Pharmaceuticals,4.2,758,Pharma,1k-5k Employees,Dublin +33 more
INDO-MIM,4.3,743,Industrial Machinery,1k-5k Employees,Bangalore/Bengaluru +20 more
Birla Corporation,4.2,754,Building Material,5k-10k Employees,Kolkata +113 more
HFCL,4.2,744,Hardware & Networking,1k-5k Employees,Delhi/NCR +94 more
Capital Numbers Infotech,4.7,741,IT Services & Consulting,501-1k Employees,Kolkata +16 more
Vedanta Aluminium,3.9,756,Metals & Mining,1k-5k Employees,Jharsuguda +31 more
Fluor Corporation,4.3,734,No information available,No information available,No information available
Prodapt,3.8,759,IT Services & Consulting,1k-5k Employees,Chennai +11 more
C&S Electric,4.0,736,Electrical Equipment,5k-10k Employees,Delhi/NCR +49 more
ICICI Prudential Mutual Fund,3.8,755,Financial Services,1k-5k Employees,New Delhi +137 more
Webhelp,3.8,751,BPO,1k-5k Employees,Paris +14 more
SitusAMC,3.3,743,Software Product,1k-5k Employees,Gurgaon / Gurugram +17 more
CADD Centre Training Services,4.1,733,Education & Training,1k-5k Employees,Chennai +129 more
Zoho,4.3,769,Software Product,10k-50k Employees,Bangalore / Bengaluru +25 more
Pernod Ricard,3.9,736,Beverage,1k-5k Employees,Bangalore / Bengaluru +96 more
Metropolis Healthcare,4.1,735,Healthcare,1k-5k Employees,Bangalore / Bengaluru +83 more
Future Focus Infotech,3.6,730,IT Services & Consulting,5k-10k Employees,Bangalore / Bengaluru +55 more
Uber,4.2,750,Internet,1k-5k Employees,Bangalore / Bengaluru +44 more
Patra Corporation,3.8,742,BPO,1k-5k Employees,Bangalore / Bengaluru +14 more
Troikaa Pharmaceuticals,3.8,737,Pharma,1k-5k Employees,Bangalore / Bengaluru +68 more
Mu Sigma,2.8,778,Analytics & KPO,1k-5k Employees,Bangalore / Bengaluru +11 more
Better.com,3.0,723,Financial Services,1k-5k Employees,Gurgaon / Gurugram +5 more
Air India Sats Airport Services,3.8,740,Aviation,1k-5k Employees,Bangalore / Bengaluru +33 more
Orion Edutech,3.3,718,EdTech,5k-10k Employees,Bangalore / Bengaluru +106 more
